suggerisco suggerisci suggerisce suggeriamo suggerite suggeriscono 
sto stai sta stiamo state stanno 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
pauro pauri paura pauriamo paurate paurano 
giorno giorni giorna giorniamo giornate giornano 
salgo sali sale saliamo salite salgono 
penso pensi pensa pensiamo pensate pensano 
basso bassi bassa bassiamo bassate bassano 
vado vai va andiamo andate vanno 
coperto coperti coperta copertiamo copertate copertano 
odoro odori odora odoriamo odorate odorano 
mondo mondi monda mondiamo mondate mondano 
dico dici dice diciamo dicete dicono 
sono sei è siamo siete sono 
posso puoi può possiamo potete possono 
partur(isc)o partur(isc)i partur(isc)e parturiamo parturite partur(isc)ono 
sento senti sente sentiamo sentite sentono 
faccio fai fa faciamo facete facciono 
pongo poni pone poniamo ponete pongono 
dò dai da diamo date danno 
arroganto arroganti arroganta arrogantiamo arrogantate arrogantano 
sono sei è siamo siete sono 
faccio fai fa faciamo facete facciono 
sono sei è siamo siete sono 
detto detti detta dettiamo dettate dettano 
cerco cerchi cerca cerchiamo cercate cercano 
umano umani umana umaniamo umanate umanano 
faccio fai fa faciamo facete facciono 
vado vai va andiamo andate vanno 
caccio cacci caccia cacciamo cacciate cacciano 
spalmo spalmi spalma spalmiamo spalmate spalmano 
grasso grassi grassa grassiamo grassate grassano 
metto metti mette mettiamo mettete mettono 
schieno schieni schiena schieniamo schienate schienano 
devo devi deve dobbiamo dovete debbono 
devo devi deve dobbiamo dovete debbono 
spagnoleggio spagnoleggi spagnoleggia spagnoleggiamo spagnoleggiate spagnoleggiano 
puzzo puzzi puzza puzziamo puzzate puzzano 
sono sei è siamo siete sono 
accorgo accorgi accorge accorgiamo accorgete accorgono 
sono sei è siamo siete sono 
avvicino avvicini avvicina avviciniamo avvicinate avvicinano 
rimango rimani rimane rimaniamo rimanete rimangono 
puzzo puzzi puzza puzziamo puzzate puzzano 
aumento aumenti aumenta aumentiamo aumentate aumentano 
grillo grilli grilla grilliamo grillate grillano 
sento senti sente sentiamo sentite sentono 
musico musichi musica musichiamo musicate musicano 
acquo acqui acqua acquiamo acquate acquano 
salvo salvi salva salviamo salvate salvano 
cado cadi cade cadiamo cadete cadono 
cado cadi cade cadiamo cadete cadono 
bordo bordi borda bordiamo bordate bordano 
ballo balli balla balliamo ballate ballano 
ondo ondi onda ondiamo ondate ondano 
sono sei è siamo siete sono 
canto canti canta cantiamo cantate cantano 
sto stai sta stiamo state stanno 
seggo siedi siede sediamo sedete seggono 
dondolo dondoli dondola dondoliamo dondolate dondolano 
vicino vicini vicina viciniamo vicinate vicinano 
radio radii radia radiamo radiate radiano 
sono sei è siamo siete sono 
figlio figli figlia figliamo figliate figliano 
spio spii spia spiamo spiate spiano 
acquatto acquatti acquatta acquattiamo acquattate acquattano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
moro mori more moriamo morete morono 
sono sei è siamo siete sono 
avvicino avvicini avvicina avviciniamo avvicinate avvicinano 
testo testi testa testiamo testate testano 
dò dai da diamo date danno 
riesco riesci riesce riusciamo riuscite riescono 
libero liberi libera liberiamo liberate liberano 
esco esci esce usciamo uscite escono 
scopro scopri scopre scopriamo scoprite scoprono 
faccio fai fa faciamo facete facciono 
passo passi passa passiamo passate passano 
silenzio silenzi silenzia silenziamo silenziate silenziano 
isto istai ista istiamo istate istanno 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
scordo scordi scorda scordiamo scordate scordano 
occo occhi occa occhiamo occate occano 
rosso rossi rossa rossiamo rossate rossano 
corro corri corre corriamo correte corrono 
tiro tiri tira tiriamo tirate tirano 
abbaio abbai abbaia abbaiamo abbaiate abbaiano 
strozzo strozzi strozza strozziamo strozzate strozzano 
sono sei è siamo siete sono 
tuffo tuffi tuffa tuffiamo tuffate tuffano 
prendo prendi prende prendiamo prendete prendono 
sobbalzo sobbalzi sobbalza sobbalziamo sobbalzate sobbalzano 
dondolo dondoli dondola dondoliamo dondolate dondolano 
giro giri gira giriamo girate girano 
testo testi testa testiamo testate testano 
como comi come comiamo comete comono 
gufo gufi gufa gufiamo gufate gufano 
finisco finisci finisce finiamo finite finiscono 
abandono abandoni abandona abandoniamo abandonate abandonano 
sono sei è siamo siete sono 
stiracchio stiracchi stiracchia stiracchiamo stiracchiate stiracchiano 
sono sei è siamo siete sono 
metto metti mette mettiamo mettete mettono 
cointeresso cointeressi cointeressa cointeressiamo cointeressate cointeressano 
sono sei è siamo siete sono 
spengo spegni spegne spegniamo spegnete spengono 
radio radii radia radiamo radiate radiano 
accendo accendi accende accendiamo accendete accendono 
torcio torci torcia torciamo torciate torciano 
urlo urli urla urliamo urlate urlano 
paio pari pare paiamo parete paiono 
giro giri gira giriamo girate girano 
punto punti punta puntiamo puntate puntano 
fascio fasci fascia fasciamo fasciate fasciano 
— — luce — — lucono 
intorno intorni intorna intorniamo intornate intornano 
brontolo brontoli brontola brontoliamo brontolate brontolano 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
sono sei è siamo siete sono 
schiaccio schiacci schiaccia schiacciamo schiacciate schiacciano 
prendo prendi prende prendiamo prendete prendono 
ringaglioffo ringaglioffi ringaglioffa ringaglioffiamo ringaglioffate ringaglioffano 
sono sei è siamo siete sono 
entro entri entra entriamo entrate entrano 
sbatto sbatti sbatte sbattiamo sbattete sbattono 
porto porti porta portiamo portate portano 
sono sei è siamo siete sono 
tengo tieni tiene teniamo tenete tengono 
lontano lontani lontana lontaniamo lontanate lontanano 
recinto recinti recinta recintiamo recintate recintano 
puzzo puzzi puzza puzziamo puzzate puzzano 
aumento aumenti aumenta aumentiamo aumentate aumentano 
gratto gratti gratta grattiamo grattate grattano 
devo devi deve dobbiamo dovete debbono 
miglioro migliori migliora miglioriamo migliorate migliorano 
sono sei è siamo siete sono 
tolgo togli toglie togliamo togliete tolgono 
maglietto maglietti maglietta magliettiamo magliettate magliettano 
immergo immergi immerge immergiamo immergete immergono 
mango mani mane maniamo manete mangono 
piscio pisci piscia pisciamo pisciate pisciano 
storco storci storce storciamo storcete storcono 
naso nasi nasa nasiamo nasate nasano 
sono sei è siamo siete sono 
cospargo cospargi cosparge cospargiamo cospargete cospargono 
faccio fai fa faciamo facete facciono 
pappo pappi pappa pappiamo pappate pappano 
fedecommetto fedecommetti fedecommette fedecommettiamo fedecommettete fedecommettono 
sussurro sussurri sussurra sussurriamo sussurrate sussurrano 
comincio cominci comincia cominciamo cominciate cominciano 
autolimitare automaticizzare automatizzare automigliorare automizzare autonomizzare 
mango mani mane maniamo manete mangono 
riprendo riprendi riprende riprendiamo riprendete riprendono 
abandono abandoni abandona abandoniamo abandonate abandonano 
sono sei è siamo siete sono 
ritrovo ritrovi ritrova ritroviamo ritrovate ritrovano 
recinto recinti recinta recintiamo recintate recintano 
largo larghi larga larghiamo largate largano 
meno meni mena meniamo menate menano 
perdo perdi perde perdiamo perdete perdono 
sento senti sente sentiamo sentite sentono 
vergo vergi verge vergiamo vergete vergono 
basso bassi bassa bassiamo bassate bassano 
assomiglio assomigli assomiglia assomigliamo assomigliate assomigliano 
branco branchi branca branchiamo brancate brancano 
pesto pesti pesta pestiamo pestate pestano 
vibro vibri vibra vibriamo vibrate vibrano 
giocolo giocoli giocola giocoliamo giocolate giocolano 
sono sei è siamo siete sono 
funziono funzioni funziona funzioniamo funzionate funzionano 
muso musi musa musiamo musate musano 
stacco stacchi stacca stacchiamo staccate staccano 
recingo recingi recinge recingiamo recingete recingono 
sono sei è siamo siete sono 
como comi come comiamo comete comono 
litigo litighi litiga litighiamo litigate litigano 
posso puoi può possiamo potete possono 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
meno meni mena meniamo menate menano 
grullo grulli grulla grulliamo grullate grullano 
occo occhi occa occhiamo occate occano 
maligno maligni maligna maligniamo malignate malignano 
osservo osservi osserva osserviamo osservate osservano 
devo devi deve dobbiamo dovete debbono 
esprobro esprobri esprobra esprobriamo esprobrate esprobrano 
sono sei è siamo siete sono 
isto istai ista istiamo istate istanno 
infinito infiniti infinita infinitiamo infinitate infinitano 
scatto scatti scatta scattiamo scattate scattano 
abbatto abbatti abbatte abbattiamo abbattete abbattono 
recingo recingi recinge recingiamo recingete recingono 
urlo urli urla urliamo urlate urlano 
sono sei è siamo siete sono 
salto salti salta saltiamo saltate saltano 
sono sei è siamo siete sono 
corro corri corre corriamo correte corrono 
sono sei è siamo siete sono 
scivolo scivoli scivola scivoliamo scivolate scivolano 
sono sei è siamo siete sono 
rialzo rialzi rialza rialziamo rialzate rialzano 
ricomincio ricominci ricomincia ricominciamo ricominciate ricominciano 
corno corni corna corniamo cornate cornano 
bocco bocchi bocca bocchiamo boccate boccano 
stringo stringi stringe stringiamo stringete stringono 
pugno pugni pugna pugniamo pugnate pugnano 
sono sei è siamo siete sono 
volo voli vola voliamo volate volano 
sono sei è siamo siete sono 
finisco finisci finisce finiamo finite finiscono 
bocco bocchi bocca bocchiamo boccate boccano 
sono sei è siamo siete sono 
chiudo chiudi chiude chiudiamo chiudete chiudono 
pugno pugni pugna pugniamo pugnate pugnano 
supero superi supera superiamo superate superano 
bordo bordi borda bordiamo bordate bordano 
vuoto vuoti vuota vuotiamo vuotate vuotano 
finisco finisci finisce finiamo finite finiscono 
ramo rami rama ramiamo ramate ramano 
ulisco ulisci ulisce uliamo ulite uliscono 
sbilenco sbilenchi sbilenca sbilenchiamo sbilencate sbilencano 
scoscendo scoscendi scoscende scoscendiamo scoscendete scoscendono 
sollevo sollevi solleva solleviamo sollevate sollevano 
strapiombo strapiombi strapiomba strapiombiamo strapiombate strapiombano 
sono sei è siamo siete sono 
abbranco abbranchi abbranca abbranchiamo abbrancate abbrancano 
ramo rami rama ramiamo ramate ramano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
benedico benedici benedice benediciamo benedicete benedicono 
fedecommetto fedecommetti fedecommette fedecommettiamo fedecommettete fedecommettono 
sono sei è siamo siete sono 
spicchio spicchi spicchia spicchiamo spicchiate spicchiano 
luno luni luna luniamo lunate lunano 
sono sei è siamo siete sono 
apro apri apre apriamo aprite aprono 
varco varchi varca varchiamo varcate varcano 
attraverso attraversi attraversa attraversiamo attraversate attraversano 
riesco riesci riesce riusciamo riuscite riescono 
vanvereggio vanvereggi vanvereggia vanvereggiamo vanvereggiate vanvereggiano 
provo provi prova proviamo provate provano 
tronco tronchi tronca tronchiamo troncate troncano 
ondeggio ondeggi ondeggia ondeggiamo ondeggiate ondeggiano 
como comi come comiamo comete comono 
spezzo spezzi spezza spezziamo spezzate spezzano 
sono sei è siamo siete sono 
detto detti detta dettiamo dettate dettano 
tremo tremi trema tremiamo tremate tremano 
mango mani mane maniamo manete mangono 
movimento movimenti movimenta movimentiamo movimentate movimentano 
sciolgo sciogli scioglie sciogliamo sciogliete sciolgono 
stringo stringi stringe stringiamo stringete stringono 
riprendo riprendi riprende riprendiamo riprendete riprendono 
risalgo risali risale risaliamo risalite risalgono 
bordo bordi borda bordiamo bordate bordano 
profondo profondi profonda profondiamo profondate profondano 
sviluppo sviluppi sviluppa sviluppiamo sviluppate sviluppano 
destro destri destra destriamo destrate destrano 
sinistro sinistri sinistra sinistriamo sinistrate sinistrano 
divergo divergi diverge divergiamo divergete divergono 
sono sei è siamo siete sono 
buco buchi buca buchiamo bucate bucano 
albero alberi albera alberiamo alberate alberano 
posso puoi può possiamo potete possono 
esprobro esprobri esprobra esprobriamo esprobrate esprobrano 
destro destri destra destriamo destrate destrano 
parto parti parte partiamo partite partono 
palo pali pala paliamo palate palano 
conficco conficchi conficca conficchiamo conficcate conficcano 
cordo cordi corda cordiamo cordate cordano 
devo devi deve dobbiamo dovete debbono 
sempiternare semplicizzare semplificare senapizzare senilizzare sensazionalizzare 
scavigliare scavitolare scavizzolare scazzare scazzeggiare scazzottare 
sono sei è siamo siete sono 
attacco attacchi attacca attacchiamo attaccate attaccano 
seguo segui segue seguiamo seguite seguono 
scoscendo scoscendi scoscende scoscendiamo scoscendete scoscendono 
sono sei è siamo siete sono 
arrivo arrivi arriva arriviamo arrivate arrivano 
coperto coperti coperta copertiamo copertate copertano 
recinto recinti recinta recintiamo recintate recintano 
dò dai da diamo date danno 
ramo rami rama ramiamo ramate ramano 
loro lori lora loriamo lorate lorano 
sono sei è siamo siete sono 
appendo appendi appende appendiamo appendete appendono 
falcio falci falcia falciamo falciate falciano 
sono sei è siamo siete sono 
palo pali pala paliamo palate palano 
legno legni legna legniamo legnate legnano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
mordo mordi morde mordiamo mordete mordono 
naso nasi nasa nasiamo nasate nasano 
dò dai da diamo date danno 
sono sei è siamo siete sono 
steso stesi stesa stesiamo stesate stesano 
angolo angoli angola angoliamo angolate angolano 
fisso fissi fissa fissiamo fissate fissano 
schiumo schiumi schiuma schiumiamo schiumate schiumano 
bianco bianchi bianca bianchiamo biancate biancano 
dò dai da diamo date danno 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
detto detti detta dettiamo dettate dettano 
veleno veleni velena veleniamo velenate velenano 
sono sei è siamo siete sono 
entro entri entra entriamo entrate entrano 
cerchio cerchi cerchia cerchiamo cerchiate cerchiano 
propongo proponi propone proponiamo proponete propongono 
faccio fai fa faciamo facete facciono 
siringo siringhi siringa siringhiamo siringate siringano 
ridò ridai ridà ridiamo ridate ridanno 
moro mori more moriamo morete morono 
forzo forzi forza forziamo forzate forzano 
moro mori mora moriamo morate morano 
sono sei è siamo siete sono 
piacio piaci piacia piaciamo piaciate piaciano 
grano grani grana graniamo granate granano 
sembro sembri sembra sembriamo sembrate sembrano 
vanvereggio vanvereggi vanvereggia vanvereggiamo vanvereggiate vanvereggiano 
serpento serpenti serpenta serpentiamo serpentate serpentano 
strido stridi stride stridiamo stridete stridono 
como comi come comiamo comete comono 
quaglio quagli quaglia quagliamo quagliate quagliano 
colpo colpi colpa colpiamo colpate colpano 
sono sei è siamo siete sono 
fuggo fuggi fugge fuggiamo fuggite fuggono 
fuggo fuggi fugge fuggiamo fuggite fuggono 
grillo grilli grilla grilliamo grillate grillano 
picchio picchi picchia picchiamo picchiate picchiano 
testo testi testa testiamo testate testano 
collo colli colla colliamo collate collano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
arrivo arrivi arriva arriviamo arrivate arrivano 
sono sei è siamo siete sono 
sfinisco sfinisci sfinisce sfiniamo sfinite sfiniscono 
sono sei è siamo siete sono 
voglio vuoi vuole vogliamo volete vogliono 
avvio avvii avvia avviamo avviate avviano 
diverso diversi diversa diversiamo diversate diversano 
sono sei è siamo siete sono 
uccello uccelli uccella uccelliamo uccellate uccellano 
grillo grilli grilla grilliamo grillate grillano 
sento senti sente sentiamo sentite sentono 
musico musichi musica musichiamo musicate musicano 
sono sei è siamo siete sono 
precipito precipiti precipita precipitiamo precipitate precipitano 
tronco tronchi tronca tronchiamo troncate troncano 
riesco riesci riesce riusciamo riuscite riescono 
vanvereggio vanvereggi vanvereggia vanvereggiamo vanvereggiate vanvereggiano 
sembro sembri sembra sembriamo sembrate sembrano 
musico musichi musica musichiamo musicate musicano 
vengo vieni viene veniamo venite vengono 
spingo spingi spinge spingiamo spingete spingono 
dacquo dacqui dacqua dacquiamo dacquate dacquano 
faccio fai fa faciamo facete facciono 
rimango rimani rimane rimaniamo rimanete rimangono 
albero alberi albera alberiamo alberate alberano 
veggo vedi vede vediamo vedete vedono 
avvicino avvicini avvicina avviciniamo avvicinate avvicinano 
spiazzo spiazzi spiazza spiazziamo spiazzate spiazzano 
musico musichi musica musichiamo musicate musicano 
sono sei è siamo siete sono 
canto canti canta cantiamo cantate cantano 
visto visti vista vistiamo vistate vistano 
masso massi massa massiamo massate massano 
coperto coperti coperta copertiamo copertate copertano 
dò dai da diamo date danno 
ciuffo ciuffi ciuffa ciuffiamo ciuffate ciuffano 
libro libri libra libriamo librate librano 
riparo ripari ripara ripariamo riparate riparano 
sono sei è siamo siete sono 
striscio strisci striscia strisciamo strisciate strisciano 
allungo allunghi allunga allunghiamo allungate allungano 
testo testi testa testiamo testate testano 
spio spii spia spiamo spiate spiano 
musico musichi musica musichiamo musicate musicano 
vengo vieni viene veniamo venite vengono 
sento senti sente sentiamo sentite sentono 
gracchio gracchi gracchia gracchiamo gracchiate gracchiano 
sono sei è siamo siete sono 
esco esci esce usciamo uscite escono 
stallo stalli stalla stalliamo stallate stallano 
intorno intorni intorna intorniamo intornate intornano 
collo colli colla colliamo collate collano 
spalanco spalanchi spalanca spalanchiamo spalancate spalancano 
ancheggio ancheggi ancheggia ancheggiamo ancheggiate ancheggiano 
como comi come comiamo comete comono 
cambio cambi cambia cambiamo cambiate cambiano 
cambio cambi cambia cambiamo cambiate cambiano 
cambio cambi cambia cambiamo cambiate cambiano 
radio radii radia radiamo radiate radiano 
continuo continui continua continuiamo continuate continuano 
sono sei è siamo siete sono 
dò dai da diamo date danno 
ormo ormi orma ormiamo ormate ormano 
posso puoi può possiamo possete possono 
proteggo proteggi protegge proteggiamo proteggete proteggono 
dò dai da diamo date danno 
sono sei è siamo siete sono 
indico indichi indica indichiamo indicate indicano 
sono sei è siamo siete sono 
como comi come comiamo comete comono 
porto porti porta portiamo portate portano 
rodo rodi rode rodiamo rodete rodono 
prego preghi prega preghiamo pregate pregano 
bravo bravi brava braviamo bravate bravano 
dò dai da diamo date danno 
solo soli sola soliamo solate solano 
sono sei è siamo siete sono 
faccio fai fa faciamo facete facciono 
duro duri dura duriamo durate durano 
bocco bocchi bocca bocchiamo boccate boccano 
giuro giuri giura giuriamo giurate giurano 
sono sei è siamo siete sono 
butto butti butta buttiamo buttate buttano 
comincio cominci comincia cominciamo cominciate cominciano 
schiaffo schiaffi schiaffa schiaffiamo schiaffate schiaffano 
canto canti canta cantiamo cantate cantano 
contraggo contrai contrae contraiamo contraete contraggono 
noio noi noia noiamo noiate noiano 
sono sei è siamo siete sono 
vado vai va andiamo andate vanno 
gi(u)oco gi(u)ochi gi(u)oca giochiamo giocate gi(u)ocano 
stello stelli stella stelliamo stellate stellano 
sono sei è siamo siete sono 
posiziono posizioni posiziona posizioniamo posizionate posizionano 
testo testi testa testiamo testate testano 
contro contri contra contriamo contrate contrano 
muro muri mura muriamo murate murano 
urlo urli urla urliamo urlate urlano 
sono sei è siamo siete sono 
giro giri gira giriamo girate girano 
veggo vedi vede vediamo vedete vedono 
esagero esageri esagera esageriamo esagerate esagerano 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
passo passi passa passiamo passate passano 
faccio fai fa faciamo facete facciono 
vengo vieni viene veniamo venite vengono 
becco becchi becca becchiamo beccate beccano 
sto stai sta stiamo state stanno 
veggo vedi vede vediamo vedete vedono 
sto stai sta stiamo state stanno 
sempiternare semplicizzare semplificare senapizzare senilizzare sensazionalizzare 
baro bari bara bariamo barate barano 
sono sei è siamo siete sono 
dico dici dice diciamo dicete dicono 
vinco vinci vince vinciamo vincete vincono 
faccio fai fa faciamo facete facciono 
vigilo vigili vigila vigiliamo vigilate vigilano 
passo passi passa passiamo passate passano 
pedalo pedali pedala pedaliamo pedalate pedalano 
piano piani piana pianiamo pianate pianano 
stanco stanchi stanca stanchiamo stancate stancano 
arrabbio arrabbi arrabbia arrabbiamo arrabbiate arrabbiano 
sono sei è siamo siete sono 
riesco riesci riesce riusciamo riuscite riescono 
diposito dipositi diposita dipositiamo dipositate dipositano 
mammo mammi mamma mammiamo mammate mammano 
sono sei è siamo siete sono 
posteggio posteggi posteggia posteggiamo posteggiate posteggiano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
scappo scappi scappa scappiamo scappate scappano 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
vado vai va andiamo andate vanno 
sagrato sagrati sagrata sagratiamo sagratate sagratano 
sono sei è siamo siete sono 
avvicino avvicini avvicina avviciniamo avvicinate avvicinano 
sparisco sparisci sparisce spariamo sparite spariscono 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
giro giri gira giriamo girate girano 
sto stai sta stiamo state stanno 
como comi come comiamo comete comono 
vado vai va andiamo andate vanno 
piaccio piaci piace piaciamo piacete piaciono 
faccio fai fa faciamo facete facciono 
squadro squadri squadra squadriamo squadrate squadrano 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
sollevo sollevi solleva solleviamo sollevate sollevano 
faccio fai fa faciamo facete facciono 
faccio fai fa faciamo facete facciono 
sono sei è siamo siete sono 
mangio mangi mangia mangiamo mangiate mangiano 
marcio marci marcia marciamo marciate marciano 
sono sei è siamo siete sono 
arrivo arrivi arriva arriviamo arrivate arrivano 
comincio cominci comincia cominciamo cominciate cominciano 
ruoto ruoti ruota ruotiamo ruotate ruotano 
mollo molli molla molliamo mollate mollano 
calcio calci calcia calciamo calciate calciano 
dento denti denta dentiamo dentate dentano 
sono sei è siamo siete sono 
scappo scappi scappa scappiamo scappate scappano 
dò dai da diamo date danno 
sto stai sta stiamo state stanno 
sono sei è siamo siete sono 
salto salti salta saltiamo saltate saltano 
saluto saluti saluta salutiamo salutate salutano 
cenno cenni cenna cenniamo cennate cennano 
osservo osservi osserva osserviamo osservate osservano 
sono sei è siamo siete sono 
divento diventi diventa diventiamo diventate diventano 
amico amichi amica amichiamo amicate amicano 
squadro squadri squadra squadriamo squadrate squadrano 
cantileno cantileni cantilena cantileniamo cantilenate cantilenano 
dico dici dice diciamo dicete dicono 
giuro giuri giura giuriamo giurate giurano 
sono sei è siamo siete sono 
rilasso rilassi rilassa rilassiamo rilassate rilassano 
vado vai va andiamo andate vanno 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
vado vai va andiamo andate vanno 
sono sei è siamo siete sono 
faccio fai fa faciamo facete facciono 
afferro afferri afferra afferriamo afferrate afferrano 
sto stai sta stiamo state stanno 
faccio fai fa faciamo facete facciono 
so sai sa sappiamo sapete sanno 
pauro pauri paura pauriamo paurate paurano 
posso puoi può possiamo potete possono 
decarburo decarburi decarbura decarburiamo decarburate decarburano 
bicicletto bicicletti bicicletta biciclettiamo biciclettate biciclettano 
fortuno fortuni fortuna fortuniamo fortunate fortunano 
sono sei è siamo siete sono 
appaio appari appare appaiamo apparete appaiono 
rimarcisco rimarcisci rimarcisce rimarciamo rimarcite rimarciscono 
testo testi testa testiamo testate testano 
stoppo stoppi stoppa stoppiamo stoppate stoppano 
domando domandi domanda domandiamo domandate domandano 
vado vai va andiamo andate vanno 
giambo giambi giamba giambiamo giambate giambano 
sono sei è siamo siete sono 
indispettisco indispettisci indispettisce indispettiamo indispettite indispettiscono 
so sai sa sappiamo sapete sanno 
faccio fai fa faciamo facete facciono 
vado vai va andiamo andate vanno 
incazzo incazzi incazza incazziamo incazzate incazzano 
sono sei è siamo siete sono 
ridanzo ridanzi ridanza ridanziamo ridanzate ridanzano 
velgo velli velle velliamo vellete velgono 
dò dai da diamo date danno 
gi(u)oco gi(u)ochi gi(u)oca giochiamo giocate gi(u)ocano 
vado vai va andiamo andate vanno 
dò dai da diamo date danno 
pacco pacchi pacca pacchiamo paccate paccano 
veggo vedi vede vediamo vedete vedono 
dopo dopi dopa dopiamo dopate dopano 
sono sei è siamo siete sono 
allontano allontani allontana allontaniamo allontanate allontanano 
palleggio palleggi palleggia palleggiamo palleggiate palleggiano 
piaccio piaci piace piaciamo piacete piaciono 
piaccio piaci piace piaciamo piacete piaciono 
como comi come comiamo comete comono 
rimango rimani rimane rimaniamo rimanete rimangono 
offendo offendi offende offendiamo offendete offendono 
minuto minuti minuta minutiamo minutate minutano 
diposito dipositi diposita dipositiamo dipositate dipositano 
coso cosi cosa cosiamo cosate cosano 
devo devi deve dobbiamo dovete debbono 
pedalo pedali pedala pedaliamo pedalate pedalano 
fino fini fina finiamo finate finano 
prendo prendi prende prendiamo prendete prendono 
uso usi usa usiamo usate usano 
como comi come comiamo comete comono 
sono sei è siamo siete sono 
veggo vedi vede vediamo vedete vedono 
storio stori storia storiamo storiate storiano 
acchiappo acchiappi acchiappa acchiappiamo acchiappate acchiappano 
sono sei è siamo siete sono 
accorgo accorgi accorge accorgiamo accorgete accorgono 
brucio bruci brucia bruciamo bruciate bruciano 
levo levi leva leviamo levate levano 
bicicletto bicicletti bicicletta biciclettiamo biciclettate biciclettano 
obbligo obblighi obbliga obblighiamo obbligate obbligano 
dò dai da diamo date danno 
solo soli sola soliamo solate solano 
imploro implori implora imploriamo implorate implorano 
festo festi festa festiamo festate festano 
oro ori ora oriamo orate orano 
sono sei è siamo siete sono 
bello belli bella belliamo bellate bellano 
chiamo chiami chiama chiamiamo chiamate chiamano 
detto detti detta dettiamo dettate dettano 
smonto smonti smonta smontiamo smontate smontano 
bicicletto bicicletti bicicletta biciclettiamo biciclettate biciclettano 
sono sei è siamo siete sono 
cerco cerchi cerca cerchiamo cercate cercano 
sono sei è siamo siete sono 
so sai sa sappiamo sapete sanno 
prendo prendi prende prendiamo prendete prendono 
faccio fai fa faciamo facete facciono 
aristarcheggio aristarcheggi aristarcheggia aristarcheggiamo aristarcheggiate aristarcheggiano 
vado vai va andiamo andate vanno 
detto detti detta dettiamo dettate dettano 
devo devi deve dobbiamo dovete debbono 
paperare papillare papineggiare pappagallare pappagalleggiare pappare 
sto stai sta stiamo state stanno 
prendo prendi prende prendiamo prendete prendono 
voglio vuoi vuole vogliamo volete vogliono 
lontano lontani lontana lontaniamo lontanate lontanano 
sono sei è siamo siete sono 
esco esci esce usciamo uscite escono 
terrazzo terrazzi terrazza terrazziamo terrazzate terrazzano 
veggo vedi vede vediamo vedete vedono 
chiamo chiami chiama chiamiamo chiamate chiamano 
vengo vieni viene veniamo venite vengono 
voglio vuoi vuole vogliamo volete vogliono 
paperare papillare papineggiare pappagallare pappagalleggiare pappare 
posso puoi può possiamo possete possono 
dò dai da diamo date danno 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
faccio fai fa faciamo facete facciono 
segno segni segna segniamo segnate segnano 
sagrato sagrati sagrata sagratiamo sagratate sagratano 
poggio poggi poggia poggiamo poggiate poggiano 
bicicletto bicicletti bicicletta biciclettiamo biciclettate biciclettano 
contro contri contra contriamo contrate contrano 
muro muri mura muriamo murate murano 
salgo sali sale saliamo salite salgono 
testo testi testa testiamo testate testano 
basso bassi bassa bassiamo bassate bassano 
rassegno rassegni rassegna rassegniamo rassegnate rassegnano 
sono sei è siamo siete sono 
seggo siedi siede sediamo sedete seggono 
grado gradi grada gradiamo gradate gradano 
vicino vicini vicina viciniamo vicinate vicinano 
tiro tiri tira tiriamo tirate tirano 
prendo prendi prende prendiamo prendete prendono 
bocco bocchi bocca bocchiamo boccate boccano 
paperare papillare papineggiare pappagallare pappagalleggiare pappare 
sembro sembri sembra sembriamo sembrate sembrano 
arrabbio arrabbi arrabbia arrabbiamo arrabbiate arrabbiano 
rimango rimani rimane rimaniamo rimanete rimangono 
silenzio silenzi silenzia silenziamo silenziate silenziano 
grullo grulli grulla grulliamo grullate grullano 
tetto tetti tetta tettiamo tettate tettano 
chiedo chiedi chiede chiediamo chiedete chiedono 
caccio cacci caccia cacciamo cacciate cacciano 
nuvolo nuvoli nuvola nuvoliamo nuvolate nuvolano 
fumo fumi fuma fumiamo fumate fumano 
vado vai va andiamo andate vanno 
posso puoi può possiamo possete possono 
sano sani sana saniamo sanate sanano 
parto parti parte partiamo partite partono 
sono sei è siamo siete sono 
parto parti parte partiamo partite partono 
vado vai va andiamo andate vanno 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
intorno intorni intorna intorniamo intornate intornano 
solo soli sola soliamo solate solano 
piaccio piaci piace piaciamo piacete piaciono 
stampello stampelli stampella stampelliamo stampellate stampellano 
piaccio piaci piace piaciamo piacete piaciono 
piaccio piaci piace piaciamo piacete piaciono 
stampello stampelli stampella stampelliamo stampellate stampellano 
dò dai da diamo date danno 
solo soli sola soliamo solate solano 
